id,titulo,fuente,tiempo_minutos,porciones,num_ingredientes,ingredientes,vegana,vegetariana,sin_gluten,url,imagen,dificultad,prop_alacena,pocos_ingredientes,es_rapida,score_alacena,num_ingredientes_norm,tiempo_minutos_norm,score_alacena_norm,prop_alacena_norm
sp_643061,Flank Steak with Herbed Salsa,Spoonacular,45.0,4,10,"cilantro, extra virgin olive oil, flank steak, garlic clove, jalapeno, juice of lemon, juice of lime, salt and pepper, scallions, tomatoes",False,False,True,https://www.foodista.com/recipe/GJV558KY/flank-steak-with-herbed-salsa,https://img.spoonacular.com/recipes/643061-312x231.jpg,Media,0.5,0,0,0.3,0.15384615384615385,0.1509433962264151,0.2177314211212516,0.5
sp_635058,Black Bean and Peppers Taco Filling,Spoonacular,45.0,8,10,"bell pepper, black beans, canned tomatoes, chili powder, garlic powder, ground cumin, olive oil, onion, oregano, paprika",True,True,True,https://www.foodista.com/recipe/L7GY4PX3/black-bean-and-peppers-taco-filling,https://img.spoonacular.com/recipes/635058-312x231.jpg,Media,1.0,0,0,0.6,0.15384615384615385,0.1509433962264151,0.6088657105606258,1.0
sp_1697763,Knock-Your-Socks-Off Guacamole,Spoonacular,15.0,2,7,"avocados, onion, cilantro, habanero pepper, olive oil, juice of lime, salt & pepper",True,True,True,https://maplewoodroad.com/knock-your-socks-off-guacamole/,https://img.spoonacular.com/recipes/1697763-312x231.jpg,Facil,0.714,1,1,0.828,0.03846153846153849,0.03773584905660378,0.9061277705345501,0.714
sp_1096017,Mexican Chicken & Rice Bowl,Spoonacular,30.0,4,11,"chicken breasts, parsley, brown rice, black beans, corn, tomato, avocado, limes, salsa, olive oil, salt & pepper",False,False,True,https://www.foodista.com/recipe/K6M5RCKM/mexican-chicken-rice-bowl,https://img.spoonacular.com/recipes/1096017-312x231.jpg,Facil,0.727,0,1,0.586,0.19230769230769235,0.09433962264150944,0.5906127770534549,0.727
sp_659674,Seared Pork Chops with Mango Salsa,Spoonacular,45.0,4,16,"bell pepper de-seeded, pepper, cayenne powder, cilantro, cumin, garlic powder, lime, mango, mustard powder, onion, onion powder, pork chops, salt, scallions scallions, tomato, vegetable oil",False,False,True,https://www.foodista.com/recipe/D7NJGN5C/seared-pork-chops-w-mango-salsa,https://img.spoonacular.com/recipes/659674-312x231.jpg,Media,0.625,0,0,0.375,0.38461538461538464,0.1509433962264151,0.31551499348109513,0.625
sp_645711,Grilled Fish Tacos with Spicy Tequila-Lime Guacamole,Spoonacular,45.0,4,14,"avocado, flaky fish, taco flour tortillas, cilantro, jalapeno, lettuce, lime juice, lime zest, nonfat greek yogurt, olive oil, onion, salt and pepper, clear tequila, tomatoes",False,False,False,https://www.foodista.com/recipe/R25T76VX/grilled-fish-tacos-w-spicy-tequila-lime-guacamole,https://img.spoonacular.com/recipes/645711-312x231.jpg,Media,0.571,0,0,0.343,0.30769230769230776,0.1509433962264151,0.2737940026075619,0.571
sp_645863,Grilled Salmon With Mango Salsa,Spoonacular,45.0,4,7,"cilantro, finely-diced mango, juice of lime, finely-chopped onion, finely-chopped pineapple, skin-on salmon fillet, salt",False,False,True,https://www.foodista.com/recipe/PZXDHYHM/grilled-salmon-with-mango-salsa,https://img.spoonacular.com/recipes/645863-312x231.jpg,Facil,0.429,1,0,0.507,0.03846153846153849,0.1509433962264151,0.4876140808344198,0.429
sp_635291,Blast Of Color Mexican Stuffed Bell Peppers,Spoonacular,45.0,4,12,"bell pepper, black beans, rotisserie chicken breast, chile, chili seasoning, brown rice, corn kernels, garlic, cheddar cheese, onion, roma tomato, cream",False,False,True,https://www.foodista.com/recipe/QDSTJYSM/blast-of-color-mexican-stuffed-bell-peppers,https://img.spoonacular.com/recipes/635291-312x231.jpg,Media,0.583,0,0,0.35,0.23076923076923078,0.1509433962264151,0.2829204693611473,0.583
sp_651977,Mini Stuffed Mexican Bell Peppers,Spoonacular,45.0,4,13,"bell peppers, black beans, chili powder, chipotles in adobo, canned tomatoes, garlic, chilies, tsp ground coriander, ground cumin, ground turkey, paprika, tomatillos, onion",False,False,True,https://www.foodista.com/recipe/38MTWCZ5/mini-stuffed-mexican-bell-peppers,https://img.spoonacular.com/recipes/651977-312x231.jpg,Media,0.769,0,0,0.461,0.2692307692307692,0.1509433962264151,0.4276401564537158,0.769
sp_644044,Protein Strawberry Smoothie,Spoonacular,5.0,1,6,"almond milk, banana, greek yogurt, honey, ice, strawberries",False,False,True,https://www.foodista.com/recipe/FMT8M6DR/fruity-milk-spin,https://img.spoonacular.com/recipes/644044-312x231.jpg,Facil,0.0,1,1,0.4,0.0,0.0,0.34810951760104303,0.0
sp_1096057,Cheesy Beef Burrito,Spoonacular,270.0,4,19,"peanut oil, stew meat, onion, garlic, enchilada sauce, tomato juice, chiles, salsa verde, salt, chili powder, flour tortillas, sharp cheddar cheese, onion, rice, refried black beans, tomato, romaine lettuce, green onions, cream",False,False,False,https://www.foodista.com/recipe/DQCQ2VD6/cheesy-beef-burrito,https://img.spoonacular.com/recipes/1096057-312x231.jpg,Dificil,0.526,0,0,0.316,0.5,1.0,0.23859191655801826,0.526
sp_1646941,Mexican Quinoa Bowl,Spoonacular,45.0,6,15,"quinoa, olive oil, garlic clove, onion, reduced sodium chicken broth, ground cumin, kosher salt, ground pepper, tomato sauce, reduced sodium black beans, avocado, tomatoes, jalapeño, cilantro, juice of lime",False,True,True,https://pickfreshfoods.com/mexican-quinoa-bowl/,https://img.spoonacular.com/recipes/1646941-312x231.jpg,Media,0.667,0,0,0.4,0.3461538461538462,0.1509433962264151,0.34810951760104303,0.667
sp_659174,Salsa Verde By Mommie Cooks,Spoonacular,45.0,6,11,"tomatillos, vegetable broth, cumin, coriander, juice of lime, garlic cloves, chiles, onion, cilantro, pepper, salt",True,True,True,https://www.foodista.com/recipe/T8J3626V/salsa-verde-by-mommie-cooks,https://img.spoonacular.com/recipes/659174-312x231.jpg,Media,0.818,0,0,0.491,0.19230769230769235,0.1509433962264151,0.4667535853976532,0.818
sp_635077,Black Bean Soup With Pico De Gallo and Chipotle Creme,Spoonacular,45.0,6,24,"pico de gallo, onion, tomatoes, cilantro, jalapeno, lime juice, salt, black bean soup, black beans, water, onion, carrots, pork, ham hocks, garlic cloves, pepper, cumin, oregano, salt, chicken stock, chipotle crème, low far cream, greek yogurt, chipotles",False,False,False,https://www.foodista.com/recipe/24DCW3B8/black-bean-soup-with-pico-de-gallo-and-chipotle-creme,https://img.spoonacular.com/recipes/635077-312x231.jpg,Media,0.5,0,0,0.3,0.6923076923076923,0.1509433962264151,0.2177314211212516,0.5
sp_661188,Spicy Seasoned Loaded Guacamole,Spoonacular,45.0,4,11,"avocados, lime juice, white wine vinegar, onion, serrano pepper, cilantro, roma tomato, salt, pepper, cumin, garlic powder",True,True,True,https://www.foodista.com/recipe/Z7GWGX8D/spicy-seasoned-loaded-guacamole,https://img.spoonacular.com/recipes/661188-312x231.jpg,Media,0.818,0,0,0.491,0.19230769230769235,0.1509433962264151,0.4667535853976532,0.818
sp_664025,Turkey Enchilada Bake,Spoonacular,45.0,8,20,"avocados, black beans, chili powder, chipotles in adobo, cilantro, corn tortillas, canned tomatoes, garlic, chilies, tsp ground coriander, ground cumin, juice of lime, ground turkey, a onion, paprika, salsa, a mexican blend, cream, tomatillos, onion",False,False,True,https://www.foodista.com/recipe/KX5B3NYB/turkey-enchilada-bake,https://img.spoonacular.com/recipes/664025-312x231.jpg,Media,0.8,0,0,0.48,0.5384615384615385,0.1509433962264151,0.45241199478487615,0.8
sp_511707,Turkey Kale Tacos,Spoonacular,45.0,4,11,"cayenne pepper, cumin, garlic cloves, ground turkey, baby kale, kosher salt, olive oil, onion, paprika, bell pepper, water",False,False,True,https://pickfreshfoods.com/turkey-kale-tacos/,https://img.spoonacular.com/recipes/511707-312x231.jpg,Media,0.909,0,0,0.545,0.19230769230769235,0.1509433962264151,0.5371577574967406,0.909
sp_646427,Healthy & Spicy Fish Taco Salad,Spoonacular,45.0,4,16,"ancho chili powder, avocado, cherry tomatoes, of cilantro leaves, fish, corn, jalapeno pepper, juice of lime, onion, pepper flakes, romaine lettuce, salsa, salt and pepper, tortilla, vegetable oil, vegetable oil",False,False,True,https://www.foodista.com/recipe/THTRKXHJ/healthy-spicy-fish-taco-salad,https://img.spoonacular.com/recipes/646427-312x231.jpg,Media,0.562,0,0,0.337,0.38461538461538464,0.1509433962264151,0.26597131681877445,0.562
sp_650798,Mango Kiwi Salsa,Spoonacular,20.0,4,10,"cilantro, garlic, jalapeno, juice of lime, kiwi, mango, bell pepper, onion, salt, tomato",True,True,True,https://www.foodista.com/recipe/63ZQP28L/mango-kiwi-salsa,https://img.spoonacular.com/recipes/650798-312x231.jpg,Facil,0.9,0,1,0.69,0.15384615384615385,0.05660377358490566,0.726205997392438,0.9
sp_1095842,Loaded Paleo Nachos With Fresh Salsa & Guacamole,Spoonacular,60.0,4,19,"sweet potatoes, chilli flakes, coconut oil, onion, garlic cloves, long chillies, paprika, cumin seeds, ground beef, tomato paste, passata, tomatoes, onion, cilantro, chives, avocados, garlic clove, lime, salt and pepper",False,False,True,https://www.foodista.com/recipe/WZ2QYJTK/loaded-paleo-nachos-with-fresh-salsa-guacamole,https://img.spoonacular.com/recipes/1095842-312x231.jpg,Media,0.474,0,0,0.284,0.5,0.20754716981132076,0.19687092568448494,0.474
sp_645988,Guacamole,Spoonacular,45.0,4,9,"haas avocados, onion, jalapeno pepper, cilantro, salt, pepper, lime juice, basil, oregano",True,True,True,https://www.foodista.com/recipe/X55JHXYZ/guacamole,https://img.spoonacular.com/recipes/645988-312x231.jpg,Media,0.778,0,0,0.467,0.11538461538461536,0.1509433962264151,0.4354628422425033,0.778
sp_660943,Spiced Chicken With Black Bean and Mango Salsa,Spoonacular,45.0,4,22,"chicken thighs, ground cumin, pepper, kosher salt, ground oregano, thyme, chili powder, cayenne pepper, paprika, olive oil, salsa, black beans, cloes garlic, ginger, vine tomatoes, persian cucumber, mango, onion, serrano pepper, lime zest, olive oil, kosher salt",False,False,True,https://www.foodista.com/recipe/4KGJT75T/spiced-chicken-with-black-bean-and-mango-salsa,https://img.spoonacular.com/recipes/660943-312x231.jpg,Media,0.5,0,0,0.3,0.6153846153846154,0.1509433962264151,0.2177314211212516,0.5
sp_639413,Cilantro Lime Fish Tacos,Spoonacular,45.0,4,10,"flavor concentrated seafood broth, corn tortillas, cilantro leaves, lettuce, lime juice, olive oil, onions, chunky salsa, cream, tilapia fillets",False,False,False,https://www.foodista.com/recipe/Z7RHNQ7Z/cilantro-lime-fish-tacos,https://img.spoonacular.com/recipes/639413-312x231.jpg,Media,0.5,0,0,0.3,0.15384615384615385,0.1509433962264151,0.2177314211212516,0.5
sp_657579,Quick Chicken Enchilada Soup,Spoonacular,45.0,4,9,"corn, black beans, canned tomatoes, swanson premium chicken, enchilada sauce, campbell's cream of mushroom soup, milk, tortilla chips, cheese",False,False,True,https://www.foodista.com/recipe/WSQ5JZ7W/quick-chicken-enchilada-soup,https://img.spoonacular.com/recipes/657579-312x231.jpg,Media,0.778,0,0,0.467,0.11538461538461536,0.1509433962264151,0.4354628422425033,0.778
sp_1096021,Chicken Taquitos with an Avocado Salsa,Spoonacular,35.0,4,12,"corn tortillas, chicken breast, cooking oil, mexican cream, queso fresco to garnish, avocados, tomatillos, cilantro, onion, garlic, juice of lime, salt",False,False,True,https://www.foodista.com/recipe/JR5KCBZ4/chicken-taquitos-with-an-avocado-salsa,https://img.spoonacular.com/recipes/1096021-312x231.jpg,Media,0.75,0,1,0.6,0.23076923076923078,0.11320754716981132,0.6088657105606258,0.75
sp_715394,Chicken Enchilada Casserole,Spoonacular,45.0,8,7,"verde enchilada sauce, cheese, chicken pre, canned tomatoes, refried beans, flour tortillas torn into bite sized pieces, green onion tops optional",False,False,False,https://www.pinkwhen.com/chicken-enchilada-casserole-recipe/,https://img.spoonacular.com/recipes/715394-312x231.jpg,Facil,0.429,1,0,0.507,0.03846153846153849,0.1509433962264151,0.4876140808344198,0.429
sp_662850,Tangy & Savory Mexican Soup,Spoonacular,45.0,8,17,"avocado, carrots, cilantro, garlic cloves, ground beef, lime juice, oregano, bell peppers, chili flakes, onion, sea salt & pepper, cream, tomato paste, tortilla chips, combination of water, onion, zucchini",False,False,True,https://www.foodista.com/recipe/Y56N3CVY/tangy-savory-mexican-soup,https://img.spoonacular.com/recipes/662850-312x231.jpg,Media,0.529,0,0,0.317,0.4230769230769231,0.1509433962264151,0.23989569752281614,0.529
sp_1096304,Spicy Vegan Quesadillas,Spoonacular,30.0,2,11,"oil, plum tomatoes, bell pepper, bell pepper, onion, garlic clove, kidney beans, jalapeños, fajita seasoning, wraps, vegan cheese",False,False,True,https://www.foodista.com/recipe/HQFPL88Z/spicy-quesadillas,https://img.spoonacular.com/recipes/1096304-312x231.png,Facil,0.182,0,1,0.259,0.19230769230769235,0.09433962264150944,0.16427640156453716,0.182
sp_642372,Elk Sirloin Tacos With Pickled Jalapeños,Spoonacular,45.0,4,14,"elk sirloin cuts, onion, tomato, pickled jalapeño peppers, avocado, corn tortillas, mexican cheese, cabbage, salsa, salt, garlic powder, ground chipotle chile pepper, ground cumin, peppers",False,False,True,https://www.foodista.com/recipe/JRGCDFKS/elk-sirloin-tacos-with-pickled-jalapenos,https://img.spoonacular.com/recipes/642372-312x231.jpg,Media,0.571,0,0,0.343,0.30769230769230776,0.1509433962264151,0.2737940026075619,0.571
sp_642395,Enchilada Stuffed Spaghetti Squash,Spoonacular,60.0,4,9,"avocados, olives, black beans, corn, enchilada sauce, cilantro, reduced fat cheddar cheese, rotisserie chicken, spaghetti squash",False,False,True,https://www.foodista.com/recipe/C7DJP46H/enchilada-stuffed-spaghetti-squash,https://img.spoonacular.com/recipes/642395-312x231.jpg,Media,0.667,0,0,0.4,0.11538461538461536,0.20754716981132076,0.34810951760104303,0.667
sp_648974,Kk's Fish Tacos,Spoonacular,45.0,10,10,"tilapia, flour tortillas, cilantro, limes, iceberg lettuce, tomatoes, onion, bread crumbs, creole seasoning, lard",False,False,False,https://www.foodista.com/recipe/2TTY2HPQ/kks-fish-tacos,https://img.spoonacular.com/recipes/648974-312x231.jpg,Media,0.5,0,0,0.3,0.15384615384615385,0.1509433962264151,0.2177314211212516,0.5
sp_684981,Black Bean and Sweet Potato Enchiladas with Avocado Cream Sauce,Spoonacular,45.0,6,32,"avocado, black olives, chili powder, chili powder, cooked brown rice, flour tortillas, fresh cilantro, garlic, garlic, ground cumin, ground cumin, jalapeno, juice of lime, juice of lime, nutritional yeast, olive oil, olive oil, paprika, red bell pepper, red chili, red onion, sea salt, sea salt, sea salt, shallot, spinach, sweet potato, tomato paste, tomatoes, unbleached flour, vegetable stock, water",True,True,False,https://www.foodandspice.com/2015/10/black-bean-and-sweet-potato-enchiladas.html,https://img.spoonacular.com/recipes/684981-312x231.jpg,Media,0.344,0,0,0.206,1.0,0.1509433962264151,0.0951760104302477,0.344
sp_660234,Skirt Steak Fajitas,Spoonacular,45.0,6,15,"bell peppers, brown sugar, canola oil, chile powder, cilantro, cumin, flour tortillas, garlic, squeezed lime juice, lime wedges, salsa, skirt steak, cream, soy sauce, onion",False,False,False,https://www.foodista.com/recipe/3X3HYGB4/skirt-steak-fajitas,https://img.spoonacular.com/recipes/660234-312x231.jpg,Media,0.467,0,0,0.28,0.3461538461538462,0.1509433962264151,0.19165580182529335,0.467
sp_632755,Artichoke croutons with guacamole,Spoonacular,45.0,4,14,"avocado, cherry tomatoes, parsley, onion, juice of lemon, salt, bell pepper, loaf, garlic, artichokes, butter, balsamic vinegar, extra vergin oil, pine nuts",False,True,False,https://www.foodista.com/recipe/GQW4JRC7/artichoke-croutons-with-guacamole,https://img.spoonacular.com/recipes/632755-312x231.jpg,Media,0.429,0,0,0.257,0.30769230769230776,0.1509433962264151,0.16166883963494133,0.429
sp_656839,Pork Tenderloin With Mango-Kiwi Glaze Served With Tomatillo Salsa,Spoonacular,45.0,4,23,"ancho chili powder, pepper, pepper, cayenne pepper, cayenne pepper, cilantro, ginger, garlic, garlic powder, ground cumin, jalapeno, juice of lime, juice of lime, kiwis, kosher salt, pork tenderloin, mangos, olive oil, onion, onion, salt, salt and pepper, tomatillos",False,False,True,https://www.foodista.com/recipe/W4JWNWFV/pork-tenderloin-with-mango-kiwi-glaze-served-with-tomatillo-salsa,https://img.spoonacular.com/recipes/656839-312x231.jpg,Media,0.609,0,0,0.365,0.653846153846154,0.1509433962264151,0.302477183833116,0.609
sp_660406,Smoky Chicken Tacos,Spoonacular,45.0,8,24,"avocados, cabbage, chili powder, cilantro, corn, corn tortillas, cumin, evoo, garlic powder, garlic powder, jalapeno pepper, juice of lime, juice of lime, extra lime, onion powder, pepper, onion, pepper, roma tomatoes, salsa, salt, salt and pepper, chicken breasts, cream",False,False,True,https://www.foodista.com/recipe/46JLSGNX/smoky-chicken-tacos,https://img.spoonacular.com/recipes/660406-312x231.jpg,Media,0.667,0,0,0.4,0.6923076923076923,0.1509433962264151,0.34810951760104303,0.667
sp_637999,Chicken Burritos,Spoonacular,45.0,4,9,"avocadoes, chicken thigh meat, cilantro, flour tortillas, juice from lemon, onion, pepper, salt, tomatoes",False,False,False,https://www.foodista.com/recipe/YCKK77YK/chicken-burrito-by-bing,https://img.spoonacular.com/recipes/637999-312x231.jpg,Media,0.667,0,0,0.4,0.11538461538461536,0.1509433962264151,0.34810951760104303,0.667
sp_986003,Instant Pot Chicken Tacos,Spoonacular,25.0,6,6,"pepper, chicken breasts, lime juice, purple onion, salsa, taco seasoning",False,False,True,https://www.pinkwhen.com/instant-pot-chicken-tacos/,https://img.spoonacular.com/recipes/986003-312x231.jpg,Facil,0.833,1,1,0.9,0.0,0.07547169811320756,1.0,0.833
sp_652711,"Mushroom, Jalapeño, and Cilantro Salsa",Spoonacular,45.0,4,7,"mushrooms, onion, jalapeños, cilantro, lime juice, olive oil, salt",True,True,True,https://www.foodista.com/recipe/8D7M5XDS/mushroom-jalapeno-and-cilantro-salsa,https://img.spoonacular.com/recipes/652711-312x231.jpg,Facil,0.714,1,0,0.678,0.03846153846153849,0.1509433962264151,0.7105606258148631,0.714
sp_659138,Salmon With Orange Salsa and Pomegranate Glaze,Spoonacular,30.0,6,23,"agave nectar, avocado, bell pepper, ground corn meal, cumin seeds, fennel bulb, cilantro, garlic, pomegrante juice, juice of lime, juice of orange, kosher salt, kosher salt, kosher salt, navel orange, olive oil, persian cucumber, port wine, queso fresco, onion, salmon, serrano pepper, vine tomatoes",False,False,True,https://www.foodista.com/recipe/3PR6LCBC/salmon-with-orange-salsa-and-pomegranate-glaze,https://img.spoonacular.com/recipes/659138-312x231.jpg,Media,0.348,0,1,0.359,0.653846153846154,0.09433962264150944,0.29465449804432853,0.348
sp_650789,Mango Guacamole,Spoonacular,45.0,6,6,"hass avocados, mango, onion, serrano chiles, garlic, juice of lime",True,True,True,https://www.foodista.com/recipe/N2747PV7/mango-guacamole,https://img.spoonacular.com/recipes/650789-312x231.jpg,Facil,0.667,1,0,0.65,0.0,0.1509433962264151,0.6740547588005216,0.667
sp_652100,Mixed Bean Vegetarian Enchilada,Spoonacular,45.0,4,9,"olive oil, onions, carrots, chilli powder, cans tomatoes, cans pulses in water, wholemeal tortillas, natural yogurt, extra-mature cheddar cheese",False,True,True,https://www.foodista.com/recipe/HXP38JFJ/mixed-bean-vegetarian-enchilada,https://img.spoonacular.com/recipes/652100-312x231.jpg,Media,0.222,0,0,0.133,0.11538461538461536,0.1509433962264151,0.0,0.222
sp_661059,Spicy Chicken with Salsa Verde,Spoonacular,45.0,6,16,"avocado, chicken thigh fillets, chili powder, flour tortilla wraps, coriander leaves, garlic, green onions, jalapeño peppers, limes, mint leaves, onion salt, oregano, paprika, chilli, cream, vegetable oil",False,False,False,https://www.foodista.com/recipe/J2MM37RF/spicy-chicken-with-salsa-verde,https://img.spoonacular.com/recipes/661059-312x231.jpg,Media,0.562,0,0,0.337,0.38461538461538464,0.1509433962264151,0.26597131681877445,0.562
sp_660286,Slow Cooker Chicken Verde Enchilada,Spoonacular,45.0,8,21,"avocados, chicken, tsp chili powder, cilantro, tsp cumin, flour tortillas, garlic, tsp garlic powder, tsp garlic powder, tsp ground coriander, jalapenos, juice of lime, nonfat greek yogurt, onion, tsp onion powder, tsp pepper, tsp pepper, cheddar cheese, mexican blend cheese, tomatillos, water",False,False,False,https://www.foodista.com/recipe/6BD8GQMK/slow-cooker-chicken-verde-enchilada,https://img.spoonacular.com/recipes/660286-312x231.jpg,Media,0.429,0,0,0.257,0.5769230769230769,0.1509433962264151,0.16166883963494133,0.429
sp_638409,Chicken Verde Enchilada Casserole,Spoonacular,45.0,6,11,"chicken breasts, lawry's garlic salt and pepper, olive oil, cheddar cheese, mozzarella cheese, la victoria chile verde enchilada sauce, corn tortillas, cream, guacamole, tomatoes, green onions",False,False,True,https://www.foodista.com/recipe/NS3B8M6T/chicken-verde-enchilada-casserole,https://img.spoonacular.com/recipes/638409-312x231.jpg,Media,0.636,0,0,0.382,0.19230769230769235,0.1509433962264151,0.32464146023468055,0.636
sp_656723,Pork Carnitas Tacos,Spoonacular,45.0,8,13,"water, pork butt, garlic, sea salt and ground pepper, olive oil, orange juice, milk, corn tortillas, salsa fresca, avocado, cilantro, onion, limes",False,False,True,https://www.foodista.com/recipe/76ZPMZJN/pork-carnitas-tacos,https://img.spoonacular.com/recipes/656723-312x231.jpg,Media,0.692,0,0,0.415,0.2692307692307692,0.1509433962264151,0.36766623207301163,0.692
sp_664726,Vegetarian Tostadas With Spicy Black Beans (+gluten free),Spoonacular,45.0,4,12,"corn tortillas, black beans, onions, garlic, olive oil, chiles in adobo sauce, spinach, spinkle of basil and garlic sea salt, cherry tomatoes, feta cheese, cream, salsa",False,True,True,https://www.foodista.com/recipe/4BFBKDRM/vegetarian-tostadas-gluten-free,https://img.spoonacular.com/recipes/664726-312x231.jpg,Media,0.667,0,0,0.4,0.23076923076923078,0.1509433962264151,0.34810951760104303,0.667
sp_658703,Roasted Vegetable Tacos,Spoonacular,45.0,5,16,"apple cider vinegar, avocado, black beans, chicken stock, chili powder, cumin, ear corn, goat cheese, green onion, olive oil, paprika, pasilla chile, bell pepper, onion, salt or, sweet potato",False,True,True,https://www.foodista.com/recipe/MTFVGLYJ/roasted-vegetable-tacos,https://img.spoonacular.com/recipes/658703-312x231.jpg,Media,0.562,0,0,0.337,0.38461538461538464,0.1509433962264151,0.26597131681877445,0.562
sp_918026,Skillet Enchilada Dinner,Spoonacular,40.0,4,15,"pepper, canned tomatoes, cherry tomatoes, corn tortillas, cilantro, garlic cloves, chilies, ground cumin, ground turkey, monterey jack cheese, olive oil, onion, romaine lettuce, salt, taco seasoning",False,False,True,https://pickfreshfoods.com/skillet-enchilada-dinner/,https://img.spoonacular.com/recipes/918026-312x231.jpg,Media,0.933,0,0,0.56,0.3461538461538462,0.1320754716981132,0.5567144719687093,0.933
